State,date,cases,dailyCases,deaths,dailyDeaths
Tennessee,2020-04-24,8618,449,172,0
Tennessee,2020-04-25,8918,300,179,7
Tennessee,2020-04-26,9435,517,182,3
Tennessee,2020-04-27,9739,304,184,2
Tennessee,2020-04-28,9974,235,190,6
Tennessee,2020-04-29,10255,281,196,6
Tennessee,2020-04-30,10506,251,200,4
Tennessee,2020-05-01,11781,1275,205,5
Tennessee,2020-05-02,12376,595,210,5
Tennessee,2020-05-03,12871,495,211,1
Tennessee,2020-05-04,13283,412,216,5
Tennessee,2020-05-05,13555,272,225,9
Tennessee,2020-05-06,13737,182,237,12
Tennessee,2020-05-07,14108,371,238,1
Tennessee,2020-05-08,14276,168,240,2
Tennessee,2020-05-09,14675,399,241,1
Tennessee,2020-05-10,15060,385,242,1
Tennessee,2020-05-11,15423,363,248,6
Tennessee,2020-05-12,15777,354,264,16
Tennessee,2020-05-13,16261,484,271,7
Tennessee,2020-05-14,16588,327,284,13
Tennessee,2020-05-15,16917,329,288,4
Tennessee,2020-05-16,17204,287,292,4
Tennessee,2020-05-17,17391,187,293,1
Tennessee,2020-05-18,17767,376,296,3
Tennessee,2020-05-19,18301,534,301,5
Tennessee,2020-05-20,18534,233,309,8
Tennessee,2020-05-21,18970,436,313,4
Tennessee,2020-05-22,19364,394,315,2
Tennessee,2020-05-23,19765,401,325,10
Tennessee,2020-05-24,20116,351,332,7
Tennessee,2020-05-25,20533,417,334,2
Tennessee,2020-05-26,20960,427,339,5
Tennessee,2020-05-27,21360,400,353,14
Tennessee,2020-05-28,21763,403,352,0
Tennessee,2020-05-29,22199,436,356,4
Tennessee,2020-05-30,22676,477,360,4
Tennessee,2020-05-31,22832,156,360,0
Tennessee,2020-06-01,23242,410,361,1
Tennessee,2020-06-02,24498,1256,378,17
Tennessee,2020-06-03,25024,526,386,8
Tennessee,2020-06-04,25374,350,401,15
Tennessee,2020-06-05,25799,425,405,4
Tennessee,2020-06-06,26359,560,413,8
Tennessee,2020-06-07,26811,452,414,1
Tennessee,2020-06-08,27217,406,417,3
Tennessee,2020-06-09,27865,648,430,13
Tennessee,2020-06-10,28379,514,436,6
Tennessee,2020-06-11,28766,387,441,5
Tennessee,2020-06-12,29218,452,461,20
Tennessee,2020-06-13,29616,398,465,4
Tennessee,2020-06-14,30174,558,467,2
Tennessee,2020-06-15,30945,771,477,10
Tennessee,2020-06-16,31623,678,487,10
Tennessee,2020-06-17,32112,489,493,6
Tennessee,2020-06-18,32604,492,504,11
Tennessee,2020-06-19,33603,999,508,4
Tennessee,2020-06-20,34223,620,516,8
Tennessee,2020-06-21,34719,496,519,3
Tennessee,2020-06-22,35255,536,525,6
Tennessee,2020-06-23,36018,763,535,10
Tennessee,2020-06-24,36822,804,548,13
Tennessee,2020-06-25,37695,873,558,10
Tennessee,2020-06-26,38802,1107,569,11
Tennessee,2020-06-27,39813,1011,577,8
Tennessee,2020-06-28,39945,132,577,0
Tennessee,2020-06-29,41388,1443,585,8
Tennessee,2020-06-30,42815,1427,597,12
Tennessee,2020-07-01,44360,1545,602,5
Tennessee,2020-07-02,46176,1816,612,10
Tennessee,2020-07-03,47882,1706,626,14
Tennessee,2020-07-04,49232,1350,630,4
Tennessee,2020-07-05,50365,1133,639,9
Tennessee,2020-07-06,51509,1144,646,7
Tennessee,2020-07-07,52643,1134,657,11
Tennessee,2020-07-08,54756,2113,678,21
Tennessee,2020-07-09,56531,1775,700,22
Tennessee,2020-07-10,58224,1693,713,13
Tennessee,2020-07-11,59981,1757,728,15
Tennessee,2020-07-12,61106,1125,731,3
Tennessee,2020-07-13,63615,2509,738,7
Tennessee,2020-07-14,65412,1797,757,19
Tennessee,2020-07-15,67515,2103,773,16
Tennessee,2020-07-16,69827,2312,786,13
Tennessee,2020-07-17,72072,2245,805,19
Tennessee,2020-07-18,74518,2446,828,23
Tennessee,2020-07-19,76180,1662,834,6
Tennessee,2020-07-20,77944,1764,838,4
Tennessee,2020-07-21,80026,2082,863,25
Tennessee,2020-07-22,82172,2146,878,15
Tennessee,2020-07-23,84652,2480,913,35
Tennessee,2020-07-24,86667,2015,926,13
Texas,2020-02-12,1,0,0,0
Texas,2020-02-13,2,1,0,0
Texas,2020-02-14,2,0,0,0
Texas,2020-02-15,2,0,0,0
Texas,2020-02-16,2,0,0,0
Texas,2020-02-17,2,0,0,0
Texas,2020-02-18,2,0,0,0
Texas,2020-02-19,2,0,0,0
Texas,2020-02-20,2,0,0,0
Texas,2020-02-21,4,2,0,0
Texas,2020-02-22,4,0,0,0
Texas,2020-02-23,4,0,0,0
Texas,2020-02-24,10,6,0,0
Texas,2020-02-25,10,0,0,0
Texas,2020-02-26,10,0,0,0
Texas,2020-02-27,10,0,0,0
Texas,2020-02-28,11,1,0,0
Texas,2020-02-29,11,0,0,0
Texas,2020-03-01,11,0,0,0
Texas,2020-03-02,11,0,0,0
Texas,2020-03-03,11,0,0,0
Texas,2020-03-04,12,1,0,0
Texas,2020-03-05,16,4,0,0
Texas,2020-03-06,19,3,0,0
Texas,2020-03-07,19,0,0,0
Texas,2020-03-08,23,4,0,0
Texas,2020-03-09,24,1,0,0
Texas,2020-03-10,31,7,0,0
Texas,2020-03-11,33,2,0,0
Texas,2020-03-12,41,8,0,0
Texas,2020-03-13,58,17,0,0
Texas,2020-03-14,69,11,0,0
Texas,2020-03-15,80,11,0,0
Texas,2020-03-16,87,7,1,1
Texas,2020-03-17,106,19,1,0
Texas,2020-03-18,166,60,2,1
Texas,2020-03-19,248,82,4,2
Texas,2020-03-20,386,138,5,1
Texas,2020-03-21,547,161,5,0
Texas,2020-03-22,639,92,7,2
Texas,2020-03-23,728,89,7,0
Texas,2020-03-24,857,129,11,4
Texas,2020-03-25,1132,275,13,2
Texas,2020-03-26,1542,410,21,8
Texas,2020-03-27,1971,429,25,4
Texas,2020-03-28,2381,410,30,5
Texas,2020-03-29,2722,341,35,5
Texas,2020-03-30,3065,343,46,11
Texas,2020-03-31,3588,523,57,11
Texas,2020-04-01,4402,814,65,8
Texas,2020-04-02,4952,550,80,15
Texas,2020-04-03,5773,821,98,18
Texas,2020-04-04,6566,793,124,26
Texas,2020-04-05,7117,551,136,12
Texas,2020-04-06,8150,1033,159,23
Texas,2020-04-07,8968,818,177,18
Texas,2020-04-08,9897,929,195,18
Texas,2020-04-09,11372,1475,228,33
Texas,2020-04-10,12291,919,249,21
Texas,2020-04-11,13208,917,265,16
Texas,2020-04-12,13776,568,288,23
Texas,2020-04-13,14487,711,320,32
Texas,2020-04-14,15303,816,365,45
Texas,2020-04-15,16106,803,395,30
Texas,2020-04-16,16928,822,428,33
Texas,2020-04-17,18131,1203,461,33
Texas,2020-04-18,18927,796,487,26
Texas,2020-04-19,19441,514,503,16
Texas,2020-04-20,20035,594,523,20
Texas,2020-04-21,20949,914,552,29
Texas,2020-04-22,21769,820,571,19
Texas,2020-04-23,22706,937,601,30
Texas,2020-04-24,23650,944,625,24
Texas,2020-04-25,24494,844,662,37
Texas,2020-04-26,25209,715,676,14
Texas,2020-04-27,25963,754,699,23
Texas,2020-04-28,26868,905,738,39
Texas,2020-04-29,27839,971,776,38
Texas,2020-04-30,29072,1233,828,52
Texas,2020-05-01,30342,1270,853,25
Texas,2020-05-02,31433,1091,875,22
Texas,2020-05-03,32299,866,890,15
Texas,2020-05-04,33134,835,914,24
Texas,2020-05-05,34286,1152,955,41
Texas,2020-05-06,35441,1155,985,30
Texas,2020-05-07,36682,1241,1016,31
Texas,2020-05-08,37943,1261,1059,43
Texas,2020-05-09,38849,906,1086,27
Texas,2020-05-10,40037,1188,1110,24
Texas,2020-05-11,40988,951,1137,27
Texas,2020-05-12,42348,1360,1169,32
Texas,2020-05-13,43822,1474,1205,36
Texas,2020-05-14,45169,1347,1256,51
Texas,2020-05-15,46987,1818,1300,44
Texas,2020-05-16,47866,879,1330,30
Texas,2020-05-17,48828,962,1356,26
Texas,2020-05-18,49788,960,1362,6
Texas,2020-05-19,51080,1292,1405,43
Texas,2020-05-20,52369,1289,1443,38
Texas,2020-05-21,53441,1072,1480,37
Texas,2020-05-22,54369,928,1498,18
Texas,2020-05-23,55451,1082,1522,24
Texas,2020-05-24,56050,599,1533,11
Texas,2020-05-25,56490,440,1536,3
Texas,2020-05-26,57573,1083,1552,16
Texas,2020-05-27,59105,1532,1598,46
Texas,2020-05-28,60820,1715,1618,20
Texas,2020-05-29,62073,1253,1645,27
Texas,2020-05-30,63396,1323,1676,31
Texas,2020-05-31,64974,1578,1683,7
Texas,2020-06-01,66081,1107,1695,12
Texas,2020-06-02,67966,1885,1732,37
Texas,2020-06-03,69546,1580,1766,34
Texas,2020-06-04,71330,1784,1793,27
Texas,2020-06-05,73323,1993,1821,28
Texas,2020-06-06,75077,1754,1840,19
Texas,2020-06-07,75948,871,1846,6
Texas,2020-06-08,77326,1378,1856,10
Texas,2020-06-09,79271,1945,1886,30
Texas,2020-06-10,81771,2500,1916,30
Texas,2020-06-11,83772,2001,1942,26
Texas,2020-06-12,86031,2259,1965,23
Texas,2020-06-13,88120,2089,1989,24
Texas,2020-06-14,89542,1422,1995,6
Texas,2020-06-15,91726,2184,2018,23
Texas,2020-06-16,95973,4247,2057,39
Texas,2020-06-17,99466,3493,2099,42
Texas,2020-06-18,102677,3211,2137,38
Texas,2020-06-19,107322,4645,2168,31
Texas,2020-06-20,111594,4272,2186,18
Texas,2020-06-21,114886,3292,2195,9
Texas,2020-06-22,119646,4760,2213,18
Texas,2020-06-23,124726,5080,2246,33
Texas,2020-06-24,131310,6584,2292,46
Texas,2020-06-25,136783,5473,2321,29
Texas,2020-06-26,142582,5799,2362,41
Texas,2020-06-27,148639,6057,2398,36
Texas,2020-06-28,152437,3798,2407,9
Texas,2020-06-29,158756,6319,2430,23
Texas,2020-06-30,166703,7947,2482,52
Texas,2020-07-01,174826,8123,2518,36
Texas,2020-07-02,182260,7434,2562,44
Texas,2020-07-03,189418,7158,2608,46
Texas,2020-07-04,195707,6289,2646,38
Texas,2020-07-05,200137,4430,2666,20
Texas,2020-07-06,209350,9213,2726,60
Texas,2020-07-07,219164,9814,2816,90
Texas,2020-07-08,229116,9952,2935,119
Texas,2020-07-09,240025,10909,3037,102
Texas,2020-07-10,249948,9923,3129,92
Texas,2020-07-11,258280,8332,3206,77
Texas,2020-07-12,264811,6531,3246,40
Texas,2020-07-13,273732,8921,3313,67
Texas,2020-07-14,284638,10906,3449,136
Texas,2020-07-15,296478,11840,3590,141
Texas,2020-07-16,311516,15038,3744,154
Texas,2020-07-17,321254,9738,3889,145
Texas,2020-07-18,330059,8805,3972,83
Texas,2020-07-19,338036,7977,4033,61
Texas,2020-07-20,345672,7636,4160,127
Texas,2020-07-21,355594,9922,4319,159
Texas,2020-07-22,366561,10967,4522,203
Texas,2020-07-23,376104,9543,4714,192
Texas,2020-07-24,383662,7558,4876,162
Utah,2020-02-25,1,0,0,0
Utah,2020-02-26,1,0,0,0
Utah,2020-02-27,1,0,0,0
Utah,2020-02-28,1,0,0,0
Utah,2020-02-29,1,0,0,0
Utah,2020-03-01,1,0,0,0
Utah,2020-03-02,1,0,0,0
Utah,2020-03-03,1,0,0,0
Utah,2020-03-04,1,0,0,0
Utah,2020-03-05,1,0,0,0
Utah,2020-03-06,3,2,0,0
Utah,2020-03-07,3,0,0,0
Utah,2020-03-08,3,0,0,0
Utah,2020-03-09,3,0,0,0
Utah,2020-03-10,4,1,0,0
Utah,2020-03-11,5,1,0,0
Utah,2020-03-12,7,2,0,0
Utah,2020-03-13,7,0,0,0
Utah,2020-03-14,21,14,0,0
Utah,2020-03-15,29,8,0,0
Utah,2020-03-16,40,11,0,0
Utah,2020-03-17,51,11,0,0
Utah,2020-03-18,65,14,0,0
Utah,2020-03-19,80,15,0,0
Utah,2020-03-20,112,32,0,0
Utah,2020-03-21,138,26,0,0
Utah,2020-03-22,182,44,1,1
Utah,2020-03-23,257,75,1,0
Utah,2020-03-24,299,42,1,0
Utah,2020-03-25,346,47,1,0
Utah,2020-03-26,402,56,1,0
Utah,2020-03-27,480,78,2,1
Utah,2020-03-28,608,128,2,0
Utah,2020-03-29,719,111,2,0
Utah,2020-03-30,806,87,4,2
Utah,2020-03-31,887,81,5,1
Utah,2020-04-01,1012,125,7,2
Utah,2020-04-02,1077,65,7,0
Utah,2020-04-03,1248,171,7,0
Utah,2020-04-04,1426,178,8,1
Utah,2020-04-05,1618,192,8,0
Utah,2020-04-06,1662,44,13,5
Utah,2020-04-07,1737,75,13,0
Utah,2020-04-08,1860,123,13,0
Utah,2020-04-09,1980,120,13,0
Utah,2020-04-10,2103,123,17,4
Utah,2020-04-11,2208,105,18,1
Utah,2020-04-12,2305,97,18,0
Utah,2020-04-13,2368,63,18,0
Utah,2020-04-14,2420,52,19,1
Utah,2020-04-15,2549,129,20,1
Utah,2020-04-16,2687,138,21,1
Utah,2020-04-17,2813,126,23,2
Utah,2020-04-18,2942,129,25,2
Utah,2020-04-19,3071,129,27,2
Utah,2020-04-20,3213,142,28,1
Utah,2020-04-21,3301,88,32,4
Utah,2020-04-22,3451,150,34,2
Utah,2020-04-23,3621,170,35,1
Utah,2020-04-24,3782,161,39,4
Utah,2020-04-25,3950,168,41,2
Utah,2020-04-26,4123,173,41,0
Utah,2020-04-27,4236,113,41,0
Utah,2020-04-28,4343,107,45,4
Utah,2020-04-29,4499,156,45,0
Utah,2020-04-30,4672,173,46,1
Utah,2020-05-01,4829,157,46,0
Utah,2020-05-02,4981,152,49,3
Utah,2020-05-03,5175,194,50,1
Utah,2020-05-04,5326,151,50,0
Utah,2020-05-05,5449,123,56,6
Utah,2020-05-06,5605,156,59,3
Utah,2020-05-07,5724,119,61,2
Utah,2020-05-08,5919,195,61,0
Utah,2020-05-09,6103,184,66,5
Utah,2020-05-10,6251,148,67,1
Utah,2020-05-11,6364,113,68,1
Utah,2020-05-12,6454,90,73,5
Utah,2020-05-13,6624,170,76,3
Utah,2020-05-14,6760,136,76,0
Utah,2020-05-15,6930,170,77,1
Utah,2020-05-16,7068,138,78,1
Utah,2020-05-17,7238,170,80,2
Utah,2020-05-18,7384,146,80,0
Utah,2020-05-19,7530,146,88,8
Utah,2020-05-20,7717,187,90,2
Utah,2020-05-21,7876,159,92,2
Utah,2020-05-22,8057,181,93,1
Utah,2020-05-23,8260,203,97,4
Utah,2020-05-24,8392,132,97,0
Utah,2020-05-25,8521,129,98,1
Utah,2020-05-26,8622,101,101,3
Utah,2020-05-27,8710,88,105,4
Utah,2020-05-28,8953,243,106,1
Utah,2020-05-29,9282,329,107,1
Utah,2020-05-30,9551,269,112,5
Utah,2020-05-31,9829,278,113,1
Utah,2020-06-01,10026,197,113,0
Utah,2020-06-02,10237,211,113,0
Utah,2020-06-03,10558,321,117,4
Utah,2020-06-04,10858,300,117,0
Utah,2020-06-05,11344,486,120,3
Utah,2020-06-06,11866,522,121,1
Utah,2020-06-07,12084,218,121,0
Utah,2020-06-08,12378,294,124,3
Utah,2020-06-09,12639,261,127,3
Utah,2020-06-10,12982,343,128,1
Utah,2020-06-11,13366,384,131,3
Utah,2020-06-12,13681,315,139,8
Utah,2020-06-13,14061,380,139,0
Utah,2020-06-14,14313,252,139,0
Utah,2020-06-15,14757,444,143,4
Utah,2020-06-16,15077,320,145,2
Utah,2020-06-17,15464,387,149,4
Utah,2020-06-18,16015,551,152,3
Utah,2020-06-19,16585,570,155,3
Utah,2020-06-20,17173,588,155,0
Utah,2020-06-21,17567,394,158,3
Utah,2020-06-22,18035,468,158,0
Utah,2020-06-23,18454,419,163,5
Utah,2020-06-24,18915,461,163,0
Utah,2020-06-25,19544,629,164,1
Utah,2020-06-26,20218,674,166,2
Utah,2020-06-27,20735,517,167,1
Utah,2020-06-28,21155,420,167,0
Utah,2020-06-29,21818,663,168,1
Utah,2020-06-30,22364,546,172,4
Utah,2020-07-01,22864,500,173,1
Utah,2020-07-02,23466,602,176,3
Utah,2020-07-03,24070,604,181,5
Utah,2020-07-04,24717,647,181,0
Utah,2020-07-05,25005,288,184,3
Utah,2020-07-06,25653,648,190,6
Utah,2020-07-07,26203,550,194,4
Utah,2020-07-08,26921,718,201,7
Utah,2020-07-09,27632,711,205,4
Utah,2020-07-10,28452,820,207,2
Utah,2020-07-11,29071,619,212,5
Utah,2020-07-12,29552,481,215,3
Utah,2020-07-13,30282,730,216,1
Utah,2020-07-14,30774,492,226,10
Utah,2020-07-15,31228,454,233,7
Utah,2020-07-16,31908,680,234,1
Utah,2020-07-17,32572,664,238,4
Utah,2020-07-18,33430,858,243,5
Utah,2020-07-19,34117,687,243,0
Utah,2020-07-20,34526,409,249,6
Utah,2020-07-21,35089,563,255,6
Utah,2020-07-22,35677,588,262,7
Utah,2020-07-23,36178,501,271,9
Utah,2020-07-24,37063,885,277,6
Vermont,2020-03-07,1,0,0,0
Vermont,2020-03-08,1,0,0,0
Vermont,2020-03-09,1,0,0,0
Vermont,2020-03-10,1,0,0,0
Vermont,2020-03-11,2,1,0,0
Vermont,2020-03-12,2,0,0,0
Vermont,2020-03-13,2,0,0,0
Vermont,2020-03-14,5,3,0,0
Vermont,2020-03-15,8,3,0,0
Vermont,2020-03-16,12,4,0,0
Vermont,2020-03-17,14,2,0,0
Vermont,2020-03-18,19,5,0,0
Vermont,2020-03-19,22,3,2,2
Vermont,2020-03-20,29,7,2,0
Vermont,2020-03-21,49,20,2,0
Vermont,2020-03-22,52,3,2,0
Vermont,2020-03-23,75,23,2,0
Vermont,2020-03-24,95,20,7,5
Vermont,2020-03-25,123,28,8,1
Vermont,2020-03-26,158,35,9,1
Vermont,2020-03-27,184,26,10,1
Vermont,2020-03-28,211,27,12,2
Vermont,2020-03-29,235,24,12,0
Vermont,2020-03-30,256,21,12,0
Vermont,2020-03-31,293,37,13,1
Vermont,2020-04-01,321,28,16,3
Vermont,2020-04-02,338,17,17,1
Vermont,2020-04-03,389,51,17,0
Vermont,2020-04-04,461,72,20,3
Vermont,2020-04-05,512,51,22,2
Vermont,2020-04-06,543,31,23,1
Vermont,2020-04-07,575,32,23,0
Vermont,2020-04-08,605,30,23,0
Vermont,2020-04-09,628,23,23,0
Vermont,2020-04-10,679,51,24,1
Vermont,2020-04-11,711,32,24,0
Vermont,2020-04-12,727,16,26,2
Vermont,2020-04-13,748,21,27,1
Vermont,2020-04-14,752,4,28,1
Vermont,2020-04-15,759,7,29,1
Vermont,2020-04-16,768,9,34,5
Vermont,2020-04-17,779,11,34,0
Vermont,2020-04-18,803,24,36,2
Vermont,2020-04-19,812,9,36,0
Vermont,2020-04-20,816,4,37,1
Vermont,2020-04-21,818,2,39,2
Vermont,2020-04-22,823,5,39,0
Vermont,2020-04-23,825,2,42,3
Vermont,2020-04-24,827,2,43,1
Vermont,2020-04-25,843,16,45,2
Vermont,2020-04-26,851,8,45,0
Vermont,2020-04-27,855,4,46,1
Vermont,2020-04-28,862,7,46,0
Vermont,2020-04-29,862,0,46,0
Vermont,2020-04-30,866,4,48,2
Vermont,2020-05-01,879,13,49,1
Vermont,2020-05-02,886,7,50,1
Vermont,2020-05-03,897,11,52,2
Vermont,2020-05-04,902,5,52,0
Vermont,2020-05-05,907,5,52,0
Vermont,2020-05-06,908,1,52,0
Vermont,2020-05-07,916,8,53,1
Vermont,2020-05-08,919,3,53,0
Vermont,2020-05-09,921,2,53,0
Vermont,2020-05-10,926,5,53,0
Vermont,2020-05-11,926,0,53,0
Vermont,2020-05-12,927,1,53,0
Vermont,2020-05-13,929,2,53,0
Vermont,2020-05-14,932,3,53,0
Vermont,2020-05-15,933,1,53,0
Vermont,2020-05-16,934,1,53,0
Vermont,2020-05-17,940,6,54,1
Vermont,2020-05-18,940,0,54,0
Vermont,2020-05-19,944,4,54,0
Vermont,2020-05-20,944,0,54,0
Vermont,2020-05-21,950,6,54,0
Vermont,2020-05-22,952,2,54,0
Vermont,2020-05-23,954,2,54,0
Vermont,2020-05-24,956,2,54,0
Vermont,2020-05-25,962,6,54,0
Vermont,2020-05-26,967,5,54,0
Vermont,2020-05-27,971,4,54,0
Vermont,2020-05-28,974,3,55,1
Vermont,2020-05-29,975,1,55,0
Vermont,2020-05-30,977,2,55,0
Vermont,2020-05-31,981,4,55,0
Vermont,2020-06-01,983,2,55,0
Vermont,2020-06-02,988,5,55,0
Vermont,2020-06-03,990,2,55,0
Vermont,2020-06-04,1026,36,55,0
Vermont,2020-06-05,1027,1,55,0
Vermont,2020-06-06,1046,19,55,0
Vermont,2020-06-07,1063,17,55,0
Vermont,2020-06-08,1075,12,55,0
Vermont,2020-06-09,1084,9,55,0
Vermont,2020-06-10,1095,11,55,0
Vermont,2020-06-11,1110,15,55,0
Vermont,2020-06-12,1119,9,55,0
Vermont,2020-06-13,1125,6,55,0
Vermont,2020-06-14,1127,2,55,0
Vermont,2020-06-15,1130,3,55,0
Vermont,2020-06-16,1130,0,55,0
Vermont,2020-06-17,1130,0,55,0
Vermont,2020-06-18,1135,5,56,1
Vermont,2020-06-19,1144,9,56,0
Vermont,2020-06-20,1147,3,56,0
Vermont,2020-06-21,1159,12,56,0
Vermont,2020-06-22,1163,4,56,0
Vermont,2020-06-23,1164,1,56,0
Vermont,2020-06-24,1184,20,56,0
Vermont,2020-06-25,1191,7,56,0
Vermont,2020-06-26,1198,7,56,0
Vermont,2020-06-27,1200,2,56,0
Vermont,2020-06-28,1202,2,56,0
Vermont,2020-06-29,1208,6,56,0
Vermont,2020-06-30,1208,0,56,0
Vermont,2020-07-01,1210,2,56,0
Vermont,2020-07-02,1227,17,56,0
Vermont,2020-07-03,1236,9,56,0
Vermont,2020-07-04,1238,2,56,0
Vermont,2020-07-05,1249,11,56,0
Vermont,2020-07-06,1251,2,56,0
Vermont,2020-07-07,1254,3,56,0
Vermont,2020-07-08,1256,2,56,0
Vermont,2020-07-09,1272,16,56,0
Vermont,2020-07-10,1277,5,56,0
Vermont,2020-07-11,1283,6,56,0
Vermont,2020-07-12,1296,13,56,0
Vermont,2020-07-13,1301,5,56,0
Vermont,2020-07-14,1305,4,56,0
Vermont,2020-07-15,1318,13,56,0
Vermont,2020-07-16,1325,7,56,0
Vermont,2020-07-17,1334,9,56,0
Vermont,2020-07-18,1338,4,56,0
Vermont,2020-07-19,1350,12,56,0
Vermont,2020-07-20,1360,10,56,0
Vermont,2020-07-21,1366,6,56,0
Vermont,2020-07-22,1366,0,56,0
Vermont,2020-07-23,1377,11,56,0
Vermont,2020-07-24,1385,8,56,0
Virgin Islands,2020-03-14,1,0,0,0
Virgin Islands,2020-03-15,1,0,0,0
Virgin Islands,2020-03-16,2,1,0,0
Virgin Islands,2020-03-17,2,0,0,0
Virgin Islands,2020-03-18,3,1,0,0
Virgin Islands,2020-03-19,3,0,0,0
Virgin Islands,2020-03-20,6,3,0,0
Virgin Islands,2020-03-21,6,0,0,0
Virgin Islands,2020-03-22,17,11,0,0
Virgin Islands,2020-03-23,17,0,0,0
Virgin Islands,2020-03-24,17,0,0,0
Virgin Islands,2020-03-25,17,0,0,0
Virgin Islands,2020-03-26,17,0,0,0
Virgin Islands,2020-03-27,19,2,0,0
Virgin Islands,2020-03-28,19,0,0,0
Virgin Islands,2020-03-29,23,4,0,0
Virgin Islands,2020-03-30,30,7,0,0
Virgin Islands,2020-03-31,30,0,0,0
Virgin Islands,2020-04-01,30,0,0,0
Virgin Islands,2020-04-02,37,7,0,0
Virgin Islands,2020-04-03,38,1,0,0
Virgin Islands,2020-04-04,42,4,0,0
Virgin Islands,2020-04-05,42,0,0,0
Virgin Islands,2020-04-06,44,2,1,1
Virgin Islands,2020-04-07,45,1,1,0
Virgin Islands,2020-04-08,46,1,1,0
Virgin Islands,2020-04-09,50,4,1,0
Virgin Islands,2020-04-10,51,1,1,0
Virgin Islands,2020-04-11,51,0,1,0
Virgin Islands,2020-04-12,51,0,1,0
Virgin Islands,2020-04-13,51,0,1,0
Virgin Islands,2020-04-14,51,0,1,0
Virgin Islands,2020-04-15,51,0,1,0
Virgin Islands,2020-04-16,51,0,2,1
Virgin Islands,2020-04-17,53,2,3,1
Virgin Islands,2020-04-18,53,0,3,0
Virgin Islands,2020-04-19,53,0,3,0
Virgin Islands,2020-04-20,54,1,3,0
Virgin Islands,2020-04-21,54,0,3,0
Virgin Islands,2020-04-22,54,0,3,0
Virgin Islands,2020-04-23,54,0,3,0
Virgin Islands,2020-04-24,55,1,3,0
Virgin Islands,2020-04-25,57,2,4,1
Virgin Islands,2020-04-26,59,2,4,0
Virgin Islands,2020-04-27,59,0,4,0
Virgin Islands,2020-04-28,62,3,4,0
Virgin Islands,2020-04-29,66,4,4,0
Virgin Islands,2020-04-30,66,0,4,0
Virgin Islands,2020-05-01,66,0,4,0
Virgin Islands,2020-05-02,66,0,4,0
Virgin Islands,2020-05-03,66,0,4,0
Virgin Islands,2020-05-04,66,0,4,0
Virgin Islands,2020-05-05,66,0,4,0
Virgin Islands,2020-05-06,66,0,4,0
Virgin Islands,2020-05-07,68,2,4,0
Virgin Islands,2020-05-08,69,1,4,0
Virgin Islands,2020-05-09,69,0,4,0
Virgin Islands,2020-05-10,69,0,5,1
Virgin Islands,2020-05-11,69,0,6,1
Virgin Islands,2020-05-12,69,0,6,0
Virgin Islands,2020-05-13,69,0,6,0
Virgin Islands,2020-05-14,69,0,6,0
Virgin Islands,2020-05-15,69,0,6,0
Virgin Islands,2020-05-16,69,0,6,0
Virgin Islands,2020-05-17,69,0,6,0
Virgin Islands,2020-05-18,69,0,6,0
Virgin Islands,2020-05-19,69,0,6,0
Virgin Islands,2020-05-20,69,0,6,0
Virgin Islands,2020-05-21,69,0,6,0
Virgin Islands,2020-05-22,69,0,6,0
Virgin Islands,2020-05-23,69,0,6,0
Virgin Islands,2020-05-24,69,0,6,0
Virgin Islands,2020-05-25,69,0,6,0
Virgin Islands,2020-05-26,69,0,6,0
Virgin Islands,2020-05-27,69,0,6,0
Virgin Islands,2020-05-28,69,0,6,0
Virgin Islands,2020-05-29,69,0,6,0
Virgin Islands,2020-05-30,70,1,6,0
Virgin Islands,2020-05-31,70,0,6,0
Virgin Islands,2020-06-01,70,0,6,0
Virgin Islands,2020-06-02,70,0,6,0
Virgin Islands,2020-06-03,71,1,6,0
Virgin Islands,2020-06-04,71,0,6,0
Virgin Islands,2020-06-05,71,0,6,0
Virgin Islands,2020-06-06,71,0,6,0
Virgin Islands,2020-06-07,71,0,6,0
Virgin Islands,2020-06-08,71,0,6,0
Virgin Islands,2020-06-09,72,1,6,0
Virgin Islands,2020-06-10,72,0,6,0
Virgin Islands,2020-06-11,72,0,6,0
Virgin Islands,2020-06-12,72,0,6,0
Virgin Islands,2020-06-13,72,0,6,0
Virgin Islands,2020-06-14,73,1,6,0
Virgin Islands,2020-06-15,73,0,6,0
Virgin Islands,2020-06-16,73,0,6,0
Virgin Islands,2020-06-17,73,0,6,0
Virgin Islands,2020-06-18,74,1,6,0
Virgin Islands,2020-06-19,74,0,6,0
Virgin Islands,2020-06-20,76,2,6,0
Virgin Islands,2020-06-21,76,0,6,0
Virgin Islands,2020-06-22,76,0,6,0
Virgin Islands,2020-06-23,78,2,6,0
Virgin Islands,2020-06-24,80,2,6,0
Virgin Islands,2020-06-25,81,1,6,0
Virgin Islands,2020-06-26,81,0,6,0
Virgin Islands,2020-06-27,81,0,6,0
Virgin Islands,2020-06-28,81,0,6,0
Virgin Islands,2020-06-29,84,3,6,0
Virgin Islands,2020-06-30,90,6,6,0
Virgin Islands,2020-07-01,92,2,6,0
Virgin Islands,2020-07-02,98,6,6,0
Virgin Islands,2020-07-03,111,13,6,0
Virgin Islands,2020-07-04,112,1,6,0
Virgin Islands,2020-07-05,112,0,6,0
Virgin Islands,2020-07-06,116,4,6,0
Virgin Islands,2020-07-07,122,6,6,0
Virgin Islands,2020-07-08,144,22,6,0
